date,day_index,reservoir_level_m,temperature_c,is_anomaly,piezometer_P1_m,piezometer_P2_m,piezometer_P3_m,piezometer_P4_m,piezometer_P5_m,piezometer_P6_m,piezometer_P7_m,piezometer_P8_m,displacement_D1_mm,displacement_D2_mm,displacement_D3_mm
2019-07-25,205,28.795,29.06,0,25.392,19.975,15.443,12.049,9.171,6.176,3.122,0.94,2.0829,0.7537,0.274
2019-07-26,206,28.528,24.95,0,24.391,19.562,15.908,12.249,9.044,6.153,3.478,1.477,1.4442,0.5337,0.2216
2019-07-27,207,27.566,26.04,0,24.172,18.956,14.922,11.532,8.741,6.131,3.39,0.97,1.7085,0.5439,0.1227
2019-07-28,208,28.329,27.39,0,24.632,19.902,15.416,11.588,9.23,6.142,3.042,1.083,1.9263,0.603,0.2982
2019-07-29,209,28.049,23.95,0,24.183,19.832,15.057,11.623,8.443,6.402,2.829,1.26,1.3996,0.4907,0.2254
2019-07-30,210,28.011,25.68,0,24.355,19.504,15.273,11.504,9.034,6.17,3.414,1.472,1.6292,0.5247,0.2687
2019-07-31,211,28.031,25.84,0,24.171,19.492,15.452,11.829,9.041,6.077,3.277,0.937,1.6291,0.4976,0.1947
2019-08-01,212,27.56,26.78,0,23.59,19.132,14.788,11.344,8.617,6.063,3.23,1.01,1.7043,0.6132,0.2484
2019-08-02,213,27.483,26.5,0,23.58,19.216,15.086,11.564,8.523,6.095,3.157,1.202,1.7065,0.5491,0.2626
2019-08-03,214,27.497,23.17,0,23.642,19.134,15.095,11.655,8.848,5.841,3.156,0.952,1.2609,0.3732,0.1435
2019-08-04,215,28.496,27.06,0,24.351,19.752,15.051,11.535,8.751,6.27,3.2,1.141,1.7521,0.5632,0.3114
2019-08-05,216,27.133,25.83,0,23.509,19.0,14.911,11.382,8.509,5.946,3.002,0.911,1.5561,0.5418,0.1659
2019-08-06,217,28.245,24.9,0,24.363,19.573,15.19,11.214,9.633,5.799,3.139,1.285,1.4864,0.5087,0.2467
2019-08-07,218,26.307,22.94,0,22.448,18.361,14.237,10.946,8.287,5.291,2.869,1.079,1.189,0.3929,0.101
2019-08-08,219,27.299,23.59,0,23.487,18.863,14.515,11.453,8.572,5.953,2.929,1.146,1.2106,0.4177,0.2402
2019-08-09,220,26.874,24.89,0,23.319,18.639,14.421,10.974,8.467,5.43,3.027,1.296,1.4787,0.5587,0.2138
2019-08-10,221,27.311,25.33,0,23.653,18.937,14.863,11.191,8.56,5.824,2.898,0.864,1.5552,0.4379,0.2215
2019-08-11,222,27.192,23.85,0,23.42,18.817,15.046,10.991,8.344,5.745,3.151,0.816,1.3138,0.4162,0.1881
2019-08-12,223,26.612,26.74,0,22.725,18.403,14.243,11.074,8.485,5.861,2.707,0.931,1.7192,0.5646,0.3303
2019-08-13,224,26.544,23.7,0,23.245,18.48,14.327,10.819,8.062,5.613,3.289,1.142,1.2999,0.4879,0.1549
2019-08-14,225,26.218,25.45,0,22.796,18.16,14.239,10.695,8.301,5.433,2.951,1.186,1.5058,0.4554,0.1114
2019-08-15,226,26.503,24.82,0,22.724,18.157,14.077,11.115,8.362,5.734,2.807,1.008,1.4282,0.5695,0.2311
2019-08-16,227,26.065,21.17,0,22.387,17.864,14.325,10.496,7.929,5.668,2.568,1.055,0.9495,0.3149,0.1456
2019-08-17,228,26.087,22.52,0,22.549,18.146,14.171,10.654,8.072,5.558,2.897,1.107,1.0939,0.3382,0.0992
2019-08-18,229,26.224,22.11,0,22.473,17.927,13.689,10.664,8.131,5.516,2.719,1.253,1.0725,0.3766,0.1041
2019-08-19,230,25.205,25.26,0,21.894,17.283,13.28,10.341,7.883,5.187,3.122,0.606,1.5253,0.5138,0.1217
2019-08-20,231,26.197,22.25,0,22.467,18.085,13.777,10.62,8.006,5.649,3.077,0.781,1.0197,0.3244,0.093
2019-08-21,232,26.038,23.72,0,22.311,17.906,13.82,10.747,7.829,5.592,2.513,0.695,1.3877,0.3998,0.1382
2019-08-22,233,24.713,22.04,0,21.17,16.926,13.379,9.832,7.429,5.524,2.84,0.823,0.9579,0.3613,0.1628
2019-08-23,234,26.274,23.79,0,22.431,18.128,14.435,10.663,8.39,5.503,2.9,0.806,1.2112,0.4235,0.1702
2019-08-24,235,25.445,22.77,0,21.997,17.4,13.905,10.554,8.191,5.424,2.61,1.169,1.1761,0.3728,0.0583
2019-08-25,236,25.297,23.32,0,21.529,17.023,13.357,10.142,7.776,4.941,2.922,0.689,1.2482,0.3385,0.1133
2019-08-26,237,25.135,21.34,0,21.927,17.47,13.619,10.567,7.742,5.4,3.03,0.707,1.0111,0.189,0.2423
2019-08-27,238,25.664,21.14,0,22.008,17.347,13.871,10.87,7.718,5.493,3.042,1.21,0.9349,0.2912,0.1199
2019-08-28,239,25.212,21.5,0,21.654,17.107,13.286,10.375,7.983,5.469,2.618,0.977,1.0029,0.245,0.042
2019-08-29,240,25.76,18.79,0,22.211,17.784,13.262,10.493,7.672,4.848,2.759,1.022,0.525,0.1959,0.0112
2019-08-30,241,25.079,20.71,0,21.349,17.34,13.128,10.258,7.902,5.233,2.905,0.594,0.7835,0.2595,0.1006
2019-08-31,242,25.065,22.71,0,21.627,16.972,13.636,10.115,7.697,5.35,2.44,0.342,1.0621,0.4214,0.083
2019-09-01,243,25.158,22.73,0,21.709,17.092,13.115,10.242,7.766,5.363,2.435,0.863,1.0775,0.3226,0.1008
2019-09-02,244,23.852,20.31,0,20.532,16.255,12.632,9.753,7.211,5.198,2.212,0.956,0.67,0.2136,0.0271
2019-09-03,245,25.278,20.29,0,21.336,17.296,13.309,10.792,7.902,5.071,2.506,0.918,0.7393,0.1984,0.0482
2019-09-04,246,24.182,17.5,0,20.477,16.49,13.026,10.111,7.28,4.657,2.425,0.895,0.355,0.1368,0.018
2019-09-05,247,24.812,19.0,0,21.762,17.314,13.437,9.92,7.832,5.265,2.679,0.589,0.5718,0.1665,0.0313
2019-09-06,248,24.362,20.8,0,20.831,16.761,12.858,9.999,7.073,4.97,2.672,0.824,0.7684,0.2462,0.175
2019-09-07,249,24.155,16.99,0,20.573,16.57,12.846,9.856,7.659,4.914,2.501,0.77,0.2571,0.0612,-0.0095
2019-09-08,250,23.843,17.32,0,20.723,15.841,12.327,9.639,7.021,4.79,2.278,0.909,0.4171,0.082,0.0282
2019-09-09,251,23.608,20.56,0,20.208,15.978,12.519,9.204,7.15,4.63,2.502,0.59,0.7608,0.2242,0.1127
2019-09-10,252,23.245,17.09,0,20.507,16.004,12.416,9.587,7.2,4.615,2.696,0.529,0.2397,0.0652,0.0276
2019-09-11,253,24.343,18.26,0,20.852,16.3,12.82,10.155,7.309,4.759,2.316,0.633,0.5706,0.0308,0.0115
2019-09-12,254,23.952,20.92,0,20.533,16.302,12.594,9.622,7.035,4.732,2.735,0.669,0.789,0.2752,0.02
2019-09-13,255,23.557,20.05,0,20.471,16.098,12.503,9.394,7.208,4.818,2.533,0.795,0.7255,0.1667,0.0068
2019-09-14,256,23.761,18.3,0,20.009,15.696,12.663,9.849,7.341,4.699,2.389,0.85,0.4708,0.1145,0.1217
2019-09-15,257,22.927,20.05,0,19.263,15.955,11.897,9.239,6.912,4.681,2.389,0.928,0.7135,0.1747,0.0959
2019-09-16,258,23.585,15.85,0,20.273,16.088,12.291,9.427,7.35,4.711,2.35,0.657,0.1579,-0.0356,0.0184
2019-09-17,259,23.885,15.09,0,20.176,16.521,12.873,9.599,7.354,4.658,2.568,0.817,-0.0604,-0.042,-0.0014
2019-09-18,260,22.834,15.75,0,19.426,15.852,12.213,9.187,7.051,4.598,2.777,0.486,0.0208,0.0292,-0.0912
2019-09-19,261,23.391,14.84,0,19.864,15.687,12.421,9.812,6.822,4.592,2.382,0.734,-0.0855,-0.1109,-0.1251
2019-09-20,262,23.201,18.64,0,19.797,15.716,12.065,9.194,6.857,5.01,2.353,0.915,0.5012,0.2104,0.0016
2019-09-21,263,22.495,18.21,0,19.19,15.357,11.813,9.407,6.559,4.365,2.149,0.815,0.4546,0.0604,-0.0287
2019-09-22,264,23.083,15.49,0,19.502,15.406,11.994,9.375,6.979,4.784,2.239,0.907,0.0085,-0.0272,-0.0987
2019-09-23,265,22.165,17.57,0,19.018,15.074,11.645,9.343,6.739,4.205,2.165,0.527,0.3587,0.1047,-0.0348
2019-09-24,266,22.39,16.82,0,18.792,15.61,11.888,9.191,7.005,4.429,2.388,0.949,0.2431,0.0642,0.1188
2019-09-25,267,22.19,16.01,0,18.852,15.214,11.77,9.261,6.938,4.414,2.259,0.75,0.0011,-0.0637,-0.032
2019-09-26,268,22.605,15.86,0,18.947,15.01,11.854,8.725,6.856,4.813,2.343,0.732,0.1087,0.0141,-0.0942
2019-09-27,269,21.967,14.63,0,18.52,15.096,11.675,8.991,6.478,4.423,2.262,0.804,-0.1351,-0.0854,-0.0736
2019-09-28,270,22.766,15.27,0,19.485,15.493,12.268,9.566,6.525,4.786,2.497,0.524,-0.0416,-0.0012,-0.001
2019-09-29,271,21.297,16.83,0,18.115,14.218,11.154,8.415,6.476,3.877,2.403,1.028,0.2632,0.0675,-0.0875
2019-09-30,272,22.124,16.05,0,19.13,14.974,11.598,8.915,6.827,3.821,2.441,0.619,0.0445,0.0328,0.0509
2019-10-01,273,21.395,13.25,0,18.363,14.62,10.957,8.488,6.577,4.483,2.241,0.524,-0.3244,-0.2415,-0.1004
2019-10-02,274,21.773,14.71,0,18.408,14.699,11.804,8.686,6.298,4.244,2.278,0.469,-0.1044,0.0109,-0.0717
2019-10-03,275,21.941,15.72,0,18.731,14.792,11.551,8.764,6.73,4.305,2.367,0.501,0.0878,-0.0639,-0.0806
2019-10-04,276,21.55,15.28,0,18.321,14.825,11.26,8.679,6.412,4.116,2.018,0.437,-0.0257,0.0103,-0.0063
2019-10-05,277,21.609,10.95,0,18.815,14.482,11.575,8.593,6.486,3.785,2.565,0.27,-0.6974,-0.2385,-0.2276
2019-10-06,278,21.639,13.15,0,18.087,14.795,11.526,8.57,6.323,4.72,1.961,0.551,-0.2763,-0.1921,-0.0938
2019-10-07,279,22.443,13.84,0,18.91,14.623,11.711,8.748,6.788,4.533,2.144,0.493,-0.1848,-0.1565,-0.0542
2019-10-08,280,22.435,13.28,0,19.036,15.187,11.725,9.034,6.867,4.365,2.15,0.758,-0.3526,-0.1553,-0.2122
2019-10-09,281,20.792,13.32,0,17.477,14.031,10.716,8.188,6.113,4.078,1.885,0.153,-0.3147,-0.1308,-0.1918
2019-10-10,282,21.881,13.64,0,19.051,14.853,11.47,8.85,6.645,4.42,2.093,0.599,-0.2931,-0.1142,-0.1817
2019-10-11,283,21.776,15.96,0,18.584,14.707,11.098,8.77,6.675,4.663,2.055,0.043,0.0978,-0.0921,-0.0694
2019-10-12,284,21.15,11.3,0,17.697,14.426,10.864,8.302,6.476,4.625,1.974,0.562,-0.6105,-0.2223,-0.151
2019-10-13,285,21.647,14.32,0,18.461,14.85,11.565,8.717,6.634,4.46,2.155,0.531,-0.0469,-0.0933,-0.1385
2019-10-14,286,21.478,13.41,0,18.325,14.248,11.544,8.482,6.186,4.508,1.74,0.814,-0.3076,-0.1245,-0.0516
2019-10-15,287,21.383,11.28,0,18.238,14.677,11.122,8.789,6.222,4.249,1.922,0.559,-0.5747,-0.2365,-0.162
2019-10-16,288,22.504,11.34,0,19.423,15.249,11.853,9.154,6.88,4.325,2.327,0.771,-0.6177,-0.3654,-0.1747
2019-10-17,289,20.945,12.5,0,18.017,14.108,11.152,8.502,6.244,4.19,2.189,0.128,-0.467,-0.1549,-0.1513
2019-10-18,290,20.481,10.54,0,17.278,13.862,10.772,8.53,6.317,4.352,2.043,1.036,-0.7815,-0.3462,-0.1178
2019-10-19,291,21.752,11.26,0,18.69,14.725,11.387,8.784,6.494,4.482,1.912,0.829,-0.6405,-0.2256,-0.1802
2019-10-20,292,21.492,11.93,0,18.402,14.477,11.408,8.893,6.457,4.189,2.164,0.796,-0.5651,-0.2601,-0.0864
2019-10-21,293,20.962,13.45,0,17.909,13.898,10.972,8.441,5.701,4.459,2.064,0.726,-0.2783,-0.083,-0.0257
2019-10-22,294,21.03,10.25,0,18.107,14.278,10.949,7.907,6.24,4.181,2.229,0.441,-0.8509,-0.2986,-0.1599
2019-10-23,295,21.428,10.47,0,18.545,14.397,11.304,9.069,6.63,4.413,1.834,0.652,-0.6879,-0.274,-0.1058
2019-10-24,296,21.34,8.9,0,18.33,14.797,11.35,8.595,6.58,4.555,2.303,0.654,-1.0472,-0.3547,-0.1262
2019-10-25,297,22.09,11.81,0,18.886,14.929,11.76,8.713,6.807,4.369,2.052,0.684,-0.5049,-0.241,-0.1872
2019-10-26,298,20.863,10.18,0,17.616,14.353,10.917,8.595,6.375,4.061,2.336,0.51,-0.836,-0.2642,-0.1542
2019-10-27,299,21.372,12.04,0,18.403,14.134,11.408,8.621,6.297,4.273,2.134,0.451,-0.3713,-0.2438,-0.1415
2019-10-28,300,20.468,11.25,0,17.362,13.788,10.744,8.512,6.351,4.285,1.913,0.38,-0.6443,-0.2949,-0.1125
2019-10-29,301,20.87,11.64,0,17.739,14.409,11.173,8.348,6.315,3.705,1.58,0.323,-0.5396,-0.3211,-0.1125
2019-10-30,302,20.294,12.88,0,17.143,13.582,10.825,7.93,6.278,3.672,1.986,0.695,-0.3132,-0.1926,-0.1325
2019-10-31,303,20.582,7.69,0,17.516,14.219,11.275,8.466,6.226,4.25,1.881,0.736,-1.1744,-0.4533,-0.1856
2019-11-01,304,22.453,10.32,0,19.157,15.232,12.113,9.286,7.04,5.112,2.795,0.344,-0.763,-0.2523,-0.1098
2019-11-02,305,20.919,11.2,0,17.958,14.027,10.771,8.626,6.301,4.201,2.08,0.405,-0.5724,-0.2525,-0.0831
2019-11-03,306,21.821,5.37,0,18.703,14.737,11.293,9.003,6.374,4.618,2.705,0.586,-1.4613,-0.5308,-0.2517
2019-11-04,307,21.303,7.32,0,18.197,14.607,11.235,8.061,6.59,4.32,2.112,0.436,-1.2432,-0.3887,-0.2184
2019-11-05,308,21.071,6.91,0,18.43,14.43,10.894,8.641,6.164,4.296,1.917,0.678,-1.2559,-0.4689,-0.1601
2019-11-06,309,21.308,7.67,0,18.23,14.717,11.143,8.695,6.875,4.567,2.337,0.427,-1.1743,-0.4126,-0.1767
2019-11-07,310,21.066,5.52,0,18.14,14.387,11.445,8.987,6.564,4.673,2.497,0.254,-1.5753,-0.6119,-0.2634
2019-11-08,311,21.286,9.06,0,18.156,14.13,11.5,8.598,6.483,4.189,2.293,0.537,-0.912,-0.3885,-0.1727
2019-11-09,312,21.608,7.48,0,18.579,14.809,11.559,8.718,6.574,4.58,2.12,1.158,-1.1991,-0.4816,-0.1676
2019-11-10,313,21.86,6.05,0,18.731,15.101,11.662,8.798,7.102,4.514,2.296,0.697,-1.3643,-0.5407,-0.2375
2019-11-11,314,21.218,7.69,0,18.174,14.681,11.319,8.552,6.597,4.42,2.201,0.534,-1.1956,-0.3817,-0.244
2019-11-12,315,22.693,11.54,0,19.457,15.682,12.456,9.218,7.047,5.084,2.163,0.846,-0.5956,-0.2043,-0.0232
2019-11-13,316,22.444,7.14,0,19.369,15.558,12.178,9.128,7.248,4.665,2.726,0.934,-1.1914,-0.369,-0.264
2019-11-14,317,21.476,4.51,0,18.791,14.458,11.22,8.6,6.475,4.738,2.139,0.855,-1.5567,-0.5529,-0.2941
2019-11-15,318,21.785,4.11,0,18.329,14.917,11.493,8.832,7.113,4.444,1.986,0.753,-1.7627,-0.6306,-0.2355
2019-11-16,319,22.997,6.57,0,19.484,15.624,12.486,9.237,7.244,4.523,2.587,0.922,-1.2836,-0.5053,-0.272
2019-11-17,320,22.524,5.25,0,19.063,15.437,12.223,9.0,7.123,4.634,2.736,0.791,-1.563,-0.5208,-0.2665
2019-11-18,321,21.979,6.68,0,18.271,15.085,11.771,8.918,6.769,4.788,2.526,0.797,-1.3437,-0.5001,-0.1585
2019-11-19,322,21.802,7.42,0,18.78,14.662,11.815,9.223,6.724,4.474,2.49,0.838,-1.2433,-0.3856,-0.2724
2019-11-20,323,22.692,4.87,0,19.953,15.604,12.273,9.885,7.196,4.717,2.757,0.708,-1.5858,-0.6319,-0.2249
2019-11-21,324,22.849,6.99,0,19.381,16.109,12.27,9.191,7.479,4.8,2.654,0.718,-1.1506,-0.4062,-0.1811
2019-11-22,325,22.667,3.56,0,19.503,15.431,11.918,9.193,7.167,4.685,2.419,0.665,-1.7031,-0.562,-0.2327
2019-11-23,326,23.258,8.48,0,19.712,15.934,12.148,9.571,6.928,4.829,2.55,0.805,-1.0554,-0.3004,-0.2169
2019-11-24,327,22.311,7.02,0,18.941,15.556,11.803,9.317,6.879,4.797,2.523,0.753,-1.2422,-0.46,-0.2506
2019-11-25,328,23.687,7.19,0,20.447,16.203,12.585,9.85,7.286,5.378,3.027,1.23,-1.1957,-0.3836,-0.1774
2019-11-26,329,24.46,6.29,0,21.39,16.779,13.123,10.325,7.634,5.013,2.772,0.858,-1.3475,-0.4309,-0.103
2019-11-27,330,23.315,3.51,0,20.119,16.096,12.503,9.519,7.613,4.99,2.811,0.921,-1.7249,-0.5296,-0.2916
2019-11-28,331,24.078,5.56,0,20.678,16.396,13.052,10.096,7.569,5.173,2.482,0.781,-1.4023,-0.4815,-0.2249
2019-11-29,332,23.732,3.99,0,20.249,16.354,12.65,9.884,7.655,5.302,3.079,0.904,-1.6166,-0.6185,-0.2608
2019-11-30,333,23.597,6.54,0,20.702,16.066,12.817,9.974,6.863,4.951,2.813,0.902,-1.3475,-0.4779,-0.2605
2019-12-01,334,24.582,3.57,0,20.821,16.866,13.229,10.138,7.738,5.289,2.846,1.35,-1.7438,-0.5851,-0.283
2019-12-02,335,23.901,4.01,0,20.591,16.396,12.762,9.808,7.553,5.107,3.019,1.256,-1.6277,-0.5771,-0.2613
2019-12-03,336,24.156,3.99,0,21.521,16.496,13.042,9.667,7.52,5.316,2.949,0.931,-1.6492,-0.5373,-0.2786
2019-12-04,337,24.454,3.17,0,21.306,16.853,13.131,10.291,7.88,5.389,2.682,0.672,-1.7157,-0.5571,-0.3091
2019-12-05,338,25.077,4.97,0,21.498,17.484,13.591,10.382,7.739,5.553,2.919,0.897,-1.5802,-0.4769,-0.3
2019-12-06,339,25.332,2.48,0,22.212,17.575,13.865,10.531,8.265,5.326,2.709,0.981,-1.8258,-0.6956,-0.2656
2019-12-07,340,24.816,3.58,0,21.227,17.314,13.119,10.241,7.646,5.403,2.744,1.251,-1.7963,-0.5854,-0.2035
2019-12-08,341,25.679,2.72,0,22.184,17.668,14.046,10.509,8.149,5.467,3.398,0.853,-1.9485,-0.6858,-0.3392
2019-12-09,342,26.733,4.0,0,23.078,18.844,14.521,11.094,8.084,5.848,3.247,1.014,-1.6035,-0.4944,-0.1987
2019-12-10,343,25.205,2.81,0,22.262,17.568,13.769,10.126,7.722,5.366,2.605,0.795,-1.7815,-0.7086,-0.1924
2019-12-11,344,25.94,2.69,0,22.767,17.961,13.955,10.811,8.381,5.683,3.066,1.234,-1.7832,-0.665,-0.2057
2019-12-12,345,26.971,3.5,0,22.897,18.711,14.676,11.214,8.646,6.086,3.172,1.41,-1.7607,-0.5633,-0.2173
2019-12-13,346,26.838,4.93,0,23.548,18.519,14.87,11.253,8.66,6.183,3.464,1.264,-1.4459,-0.5762,-0.2146
2019-12-14,347,26.043,1.27,0,22.725,17.991,14.105,11.135,8.065,5.812,3.389,1.309,-2.1355,-0.6954,-0.3487
2019-12-15,348,26.392,2.88,0,22.964,18.739,14.021,11.117,8.603,5.846,3.181,0.893,-1.8014,-0.7062,-0.3012
2019-12-16,349,27.735,4.3,0,23.933,19.132,15.284,11.864,8.965,5.992,3.291,1.597,-1.6307,-0.5593,-0.1798
2019-12-17,350,26.711,2.05,0,23.384,18.036,14.69,10.902,8.346,5.938,2.994,1.37,-1.9927,-0.6791,-0.1935
2019-12-18,351,27.658,3.9,0,23.902,19.106,14.995,11.605,8.986,6.151,3.263,1.009,-1.5375,-0.5137,-0.2623
2019-12-19,352,27.955,3.01,0,24.631,19.576,15.641,12.014,9.014,6.088,3.343,1.29,-1.6792,-0.4831,-0.211
2019-12-20,353,27.588,4.22,0,24.341,19.188,15.045,11.277,8.651,6.049,3.433,1.692,-1.5926,-0.5747,-0.1518
2019-12-21,354,27.424,2.72,0,23.998,18.996,14.908,11.595,8.904,5.886,3.038,1.547,-1.7171,-0.6991,-0.3217
2019-12-22,355,28.444,2.74,0,24.998,19.638,15.906,11.683,9.344,6.121,3.229,1.455,-1.7962,-0.5836,-0.2453
2019-12-23,356,28.448,3.18,0,24.655,19.693,15.206,12.002,9.25,6.507,3.633,1.268,-1.6751,-0.5394,-0.155
2019-12-24,357,28.877,3.69,0,25.332,19.921,15.707,12.028,8.937,6.36,3.629,1.15,-1.6788,-0.5649,-0.2127
2019-12-25,358,28.52,2.9,0,24.887,19.942,15.627,12.199,8.668,6.394,3.805,1.443,-1.879,-0.5807,-0.2688
2019-12-26,359,28.633,3.42,0,24.861,20.187,15.662,12.007,9.406,6.633,3.623,1.256,-1.7614,-0.5336,-0.2194
2019-12-27,360,29.581,0.89,0,25.666,20.407,16.808,12.604,9.564,6.496,3.771,1.605,-2.0736,-0.7109,-0.1777
2019-12-28,361,28.935,4.91,0,25.12,20.276,16.009,12.31,9.061,5.919,3.404,1.283,-1.4808,-0.5084,-0.1955
2019-12-29,362,28.945,3.18,0,25.556,20.429,15.86,12.08,9.571,6.361,3.232,1.419,-1.7676,-0.4802,-0.1827
2019-12-30,363,29.096,2.42,0,25.267,20.28,16.111,12.437,9.592,6.844,3.258,0.993,-1.8599,-0.532,-0.1999
2019-12-31,364,30.081,2.44,0,26.781,20.728,16.44,12.748,9.63,6.77,3.935,1.345,-1.8735,-0.5701,-0.2105
2020-01-01,365,29.127,4.63,0,25.59,20.35,15.921,12.321,9.58,6.528,3.433,1.522,-1.5367,-0.5424,-0.1583
2020-01-02,366,30.562,1.55,0,26.591,21.484,16.678,12.995,10.041,6.837,3.921,1.707,-1.9824,-0.5967,-0.2687
2020-01-03,367,30.174,5.27,0,26.391,20.921,16.482,12.633,10.058,6.626,3.639,1.599,-1.3792,-0.3985,-0.1888
2020-01-04,368,31.405,3.0,0,27.59,22.264,17.169,13.579,10.061,6.494,3.817,1.454,-1.776,-0.6007,-0.149
2020-01-05,369,29.801,4.25,0,25.844,21.068,16.572,13.05,9.565,6.799,3.618,1.878,-1.5557,-0.529,-0.2458
2020-01-06,370,31.934,3.36,0,28.249,22.182,17.661,13.568,10.526,7.171,3.854,1.793,-1.7383,-0.467,-0.0841
2020-01-07,371,31.56,2.37,0,27.731,22.557,17.011,13.356,10.365,7.01,4.157,1.732,-1.768,-0.6658,-0.2928
2020-01-08,372,30.334,4.9,0,26.795,20.746,16.769,12.972,10.14,6.746,3.941,1.681,-1.4352,-0.4941,-0.2418
2020-01-09,373,31.586,3.73,0,27.601,22.152,17.434,13.283,10.35,7.421,4.324,1.248,-1.6639,-0.4455,-0.2056
2020-01-10,374,31.628,5.99,0,27.585,22.183,17.41,13.789,10.358,7.135,4.071,1.698,-1.3837,-0.3431,-0.0275
2020-01-11,375,32.468,4.39,0,28.47,22.852,18.402,14.062,10.523,7.507,3.948,1.759,-1.4568,-0.4506,-0.1893
2020-01-12,376,32.389,1.48,0,28.508,22.929,17.924,14.217,10.496,7.849,4.077,1.706,-1.9596,-0.6622,-0.2326
2020-01-13,377,31.388,0.81,0,28.187,21.834,17.511,13.169,10.633,6.867,3.892,1.786,-2.0622,-0.6169,-0.2161
2020-01-14,378,32.651,5.12,0,28.874,22.665,17.752,14.217,10.705,7.527,4.015,2.014,-1.4759,-0.4347,-0.168
2020-01-15,379,32.963,4.68,0,29.21,23.16,18.491,14.217,10.738,7.556,4.742,1.789,-1.5565,-0.5133,-0.1097
2020-01-16,380,33.228,1.82,0,29.378,23.437,18.203,14.541,10.896,7.901,4.082,1.802,-1.8448,-0.6447,-0.1926
2020-01-17,381,32.636,3.79,0,28.862,23.009,17.924,14.192,10.55,7.458,4.304,1.867,-1.7143,-0.479,-0.138
2020-01-18,382,33.643,1.05,0,29.661,23.876,18.564,14.337,11.114,7.69,3.773,1.685,-1.9722,-0.6055,-0.2684
2020-01-19,383,33.268,1.72,0,29.483,23.326,18.567,14.372,10.992,7.828,4.217,2.187,-1.9402,-0.6369,-0.2139
2020-01-20,384,33.271,3.68,0,29.441,23.227,18.488,14.252,11.074,7.559,4.173,2.064,-1.6041,-0.4422,-0.13
2020-01-21,385,34.049,4.05,0,30.162,24.277,18.794,14.614,11.537,7.483,4.447,1.621,-1.5992,-0.4242,-0.1886
2020-01-22,386,35.354,6.43,0,31.308,24.883,19.599,15.09,11.815,8.13,4.189,2.291,-1.1913,-0.3894,-0.0774
2020-01-23,387,34.366,5.92,0,30.125,24.28,18.967,14.83,11.333,8.39,4.137,1.895,-1.3738,-0.3511,-0.1127
2020-01-24,388,33.741,5.13,0,29.673,23.83,18.79,14.351,11.063,7.926,4.571,1.492,-1.4159,-0.3747,-0.0527
2020-01-25,389,33.707,3.03,0,29.33,23.832,18.91,14.512,10.678,7.637,4.636,2.062,-1.608,-0.5871,-0.1695
2020-01-26,390,35.434,2.65,0,31.331,24.944,19.883,15.467,11.879,8.243,4.647,1.776,-1.747,-0.5737,-0.1619
2020-01-27,391,35.092,4.14,0,30.775,24.75,19.771,15.16,11.834,8.399,4.881,1.865,-1.5375,-0.4363,-0.0631
2020-01-28,392,35.599,3.82,0,31.36,24.86,19.699,15.902,12.079,8.21,4.702,1.653,-1.5787,-0.5239,-0.1453
2020-01-29,393,35.073,4.95,0,31.082,24.855,20.033,14.81,11.841,7.991,4.666,1.97,-1.4435,-0.3806,-0.0358
2020-01-30,394,34.671,5.6,0,30.407,24.216,19.678,15.222,11.397,7.784,4.796,2.158,-1.252,-0.3861,-0.1231
2020-01-31,395,35.314,6.44,0,31.008,25.099,19.781,15.299,11.434,8.445,4.657,1.835,-1.2114,-0.2537,-0.1144
2020-02-01,396,35.685,5.6,0,31.251,25.563,19.89,15.257,12.175,8.523,4.816,2.321,-1.3269,-0.3943,-0.0949
2020-02-02,397,36.171,4.66,0,31.783,25.487,20.231,15.876,12.215,8.442,4.909,2.084,-1.4416,-0.4429,-0.101
2020-02-03,398,35.773,6.66,0,31.612,25.034,19.965,15.291,11.859,8.186,4.974,2.121,-1.1747,-0.3559,-0.1404
2020-02-04,399,36.857,4.79,0,32.522,26.51,20.357,15.948,12.639,8.473,4.652,2.397,-1.4605,-0.4538,-0.1888
2020-02-05,400,35.868,4.03,0,31.656,25.436,20.236,15.833,11.788,8.406,4.822,1.994,-1.4937,-0.4714,-0.0743
2020-02-06,401,36.348,4.12,0,31.885,25.506,20.501,15.626,12.033,8.519,4.882,2.075,-1.5265,-0.4296,-0.0761
2020-02-07,402,36.861,4.41,0,32.524,26.242,20.684,15.962,12.246,8.353,4.953,1.83,-1.5003,-0.4339,-0.1302
2020-02-08,403,36.487,6.49,0,32.299,25.49,20.293,15.877,12.392,8.326,4.775,2.382,-1.2413,-0.3044,-0.0198
2020-02-09,404,37.496,7.86,0,33.005,26.766,21.317,16.196,12.693,8.819,4.781,2.225,-0.9614,-0.2725,-0.0279
2020-02-10,405,37.074,7.11,0,32.923,26.117,20.479,15.865,12.133,8.515,5.056,2.328,-1.159,-0.1952,-0.0065
2020-02-11,406,36.789,4.44,0,32.17,26.231,20.363,15.972,12.478,8.733,5.277,2.28,-1.5192,-0.4135,-0.0906
2020-02-12,407,37.104,4.57,0,32.624,25.991,20.723,16.005,12.44,8.826,5.056,2.377,-1.4573,-0.5478,-0.068
2020-02-13,408,36.805,6.5,0,32.313,26.01,20.38,15.705,12.784,8.54,5.035,2.08,-1.1928,-0.2972,-0.0212
